,name,salary_from,salary_to,salary_currency,area_name,published_at
4627,Токарь,50000.0,,RUR,Новокузнецк,2022-12-26T12:25:08+0300
4628,Аналитик-методолог,40000.0,,RUR,Воронеж,2022-12-26T12:27:56+0300
4629,Дизайнер,50000.0,70000.0,RUR,Москва,2022-12-26T12:35:49+0300
4630,Токарь,55000.0,,RUR,Самара,2022-12-26T12:13:33+0300
4631,Специалист по внедрению и сопровождению программного обеспечения,37000.0,60000.0,RUR,Майкоп,2022-12-26T12:01:50+0300
4632,Ведущий продуктовый аналитик,,,,Москва,2022-12-26T12:39:15+0300
4633,Технический писатель,100000.0,120000.0,RUR,Москва,2022-12-26T12:49:24+0300
4634,Сервисный инженер,50000.0,,RUR,Екатеринбург,2022-12-26T12:57:48+0300
4635,ИТ Бизнес-партнер,200000.0,250000.0,RUR,Краснодар,2022-12-26T12:49:19+0300
4636,Токарь (оборонка),115000.0,,RUR,Пенза,2022-12-26T12:40:59+0300
4637,"Маркетолог-аналитик (в штат, не фриланс)",60000.0,70000.0,RUR,Красноярск,2022-12-26T12:33:12+0300
4638,SDET специалист,,,,Москва,2022-12-26T12:44:07+0300
4639,Токарь-универсал,50000.0,100000.0,RUR,Новосибирск,2022-12-26T12:28:46+0300
4640,Руководитель курсов,80000.0,120000.0,RUR,Москва,2022-12-26T12:05:35+0300
4641,Senior Data Scientist (WAF),,,,Москва,2022-12-26T12:59:30+0300
4642,Инженер разработчик,,,,Белгород,2022-12-26T12:58:49+0300
4643,Токарь,110000.0,,RUR,Омск,2022-12-26T12:41:59+0300
4644,Ведущий программист-разработчик 1С,,,,Москва,2022-12-26T12:10:03+0300
4645,Дизайнер,55000.0,,RUR,Санкт-Петербург,2022-12-26T12:32:45+0300
4646,Оператор станков с ЧПУ,57700.0,75000.0,RUR,Екатеринбург,2022-12-26T12:24:31+0300
4647,Senior account manager / Senior project manager,,,,Москва,2022-12-26T12:29:43+0300
4648,Инженер по ремонту техники Xiaomi,50000.0,60000.0,RUR,Красноярск,2022-12-26T12:32:53+0300
4649,Специалист программной поддержки пользователей (1-с АТП),,,,Хабаровск,2022-12-26T12:17:52+0300
4650,Станочник,91000.0,,RUR,Южноуральск,2022-12-26T12:10:08+0300
4651,Оператор станка лазерной резки,65000.0,,RUR,Санкт-Петербург,2022-12-26T12:47:04+0300
4652,Программист 1С,,,,Санкт-Петербург,2022-12-26T12:29:17+0300
4653,Бизнес-аналитик,,,,Москва,2022-12-26T12:31:35+0300
4654,DevOps-инженер,160000.0,200000.0,RUR,Москва,2022-12-26T12:00:07+0300
4655,Дизайнер,,,,Алматы,2022-12-26T12:47:13+0300
4656,System analyst (middle/senior),,,,Москва,2022-12-26T12:13:55+0300
4657,Менеджер по технической поддержке - топливные присадки,,,,Москва,2022-12-26T12:37:51+0300
4658,Системный аналитик/ System analyst,,250000.0,RUR,Санкт-Петербург,2022-12-26T12:45:37+0300
4659,Программист С++,,,,Санкт-Петербург,2022-12-26T12:06:31+0300
4660,Токарь,110000.0,,RUR,Екатеринбург,2022-12-26T12:41:52+0300
4661,Инженер 1 категории Группы автоматизированных систем управления Цементного завода,97344.0,,RUR,Норильск,2022-12-26T12:15:44+0300
4662,Инженер по обслуживанию POS-терминалов,45000.0,60000.0,RUR,Ростов-на-Дону,2022-12-26T12:59:39+0300
4663,Куратор проектов,30000.0,,RUR,Ижевск,2022-12-26T12:14:14+0300
4664,Старший бизнес-аналитик,,,,Москва,2022-12-26T12:14:07+0300
4665,Инженер по функциональному тестированию Linux,,,,Москва,2022-12-26T12:51:10+0300
4666,Сервисный инженер (Вендинговые торговые автоматы),72000.0,,RUR,Санкт-Петербург,2022-12-26T12:07:48+0300
4667,Аналитик данных в отдел продаж,50000.0,,RUR,Москва,2022-12-26T12:28:01+0300
4668,Специалист технической поддержки,43000.0,,RUR,Санкт-Петербург,2022-12-26T12:27:00+0300
4669,"Разработчик Golang (Маркетинговая платформа, Путь совершения покупки)",,,,Москва,2022-12-26T12:05:15+0300
4670,Инженер первой линии технической поддержки (Microsoft),,45000.0,RUR,Москва,2022-12-26T12:12:30+0300
4671,Руководитель проектов,80000.0,120000.0,RUR,Санкт-Петербург,2022-12-26T12:39:48+0300
4672,Старший специалист Отдела технического обеспечения Управления ИТ,,,,Феодосия,2022-12-26T12:00:15+0300
4673,Руководитель отдела 1С:Документооборот,,,,Санкт-Петербург,2022-12-26T12:01:14+0300
4674,Motion Designer (Marketing),,,,Сербия,2022-12-26T12:43:18+0300
4675,Специалист службы поддержки (из дома),40500.0,,RUR,Липецк,2022-12-26T12:44:01+0300
4676,Старший аналитик,,,,Москва,2022-12-26T12:42:53+0300
4677,Токарь,50000.0,,RUR,Ставрополь,2022-12-26T12:46:36+0300
4678,Программист 1С,100000.0,120000.0,RUR,Пенза,2022-12-26T12:30:19+0300
4679,Токарь (оборонка),115000.0,,RUR,Ульяновск,2022-12-26T12:40:59+0300
4680,Инженер сервисной службы (Технологическое оборудование),50000.0,,RUR,Сочи,2022-12-26T12:20:05+0300
4681,Разработчик приложений для Android,,,,Москва,2022-12-26T12:16:21+0300
4682,Дизайнер,50000.0,100000.0,RUR,Санкт-Петербург,2022-12-26T12:02:43+0300
4683,Инженер внедрения комплексных систем защиты информации,,,,Санкт-Петербург,2022-12-26T12:29:32+0300
4684,Координатор проектов,,,,Москва,2022-12-26T12:50:59+0300
4685,Фрезеровщик,110000.0,130000.0,RUR,Чебоксары,2022-12-26T12:57:55+0300
4686,Аналитик-исследователь в команду маркетинговой аналитики,,,,Москва,2022-12-26T12:15:34+0300
4687,Системный администратор,50000.0,50000.0,RUR,Москва,2022-12-26T12:57:02+0300
4688,Фрезеровщик,95000.0,,RUR,Ярославль,2022-12-26T12:48:34+0300
4689,Оператор-наладчик токарного станка с ЧПУ,90000.0,,RUR,Санкт-Петербург,2022-12-26T12:37:11+0300
4690,Специалист технической поддержки,60000.0,,RUR,Москва,2022-12-26T12:49:28+0300
4691,Механик швейного оборудования,,,,Новосибирск,2022-12-26T12:38:56+0300
4692,Продакт-менеджер (электроника),,,,Москва,2022-12-26T12:20:15+0300
4693,Ведущий системный аналитик,,,,Москва,2022-12-26T12:53:45+0300
4694,Руководитель претензионной группы,90000.0,,RUR,Москва,2022-12-26T12:38:23+0300
4695,Руководитель проекта,50000.0,150000.0,RUR,Нижний Новгород,2022-12-26T12:55:15+0300
4696,Программист С++ (игровой движок),,,,Санкт-Петербург,2022-12-26T12:06:31+0300
4697,Ведущий разработчик/архитектор 1С,200000.0,300000.0,RUR,Москва,2022-12-26T12:14:20+0300
4698,Координатор проекта (инженер),,,,Москва,2022-12-26T12:23:41+0300
4699,Продакт-менеджер (аддитивные технологии),,,,Москва,2022-12-26T12:26:13+0300
4700,Программист 1С,70000.0,90000.0,RUR,Москва,2022-12-26T12:27:11+0300
4701,Frontend-разработчик (Vue js),,140000.0,RUR,Москва,2022-12-26T12:15:39+0300
4702,Специалист технической поддержки,40000.0,,RUR,Нижний Новгород,2022-12-26T12:18:09+0300
4703,QA Team Lead,,,,Москва,2022-12-26T12:20:17+0300
4704,Механик по ремонту (Иркутская область),110000.0,120000.0,RUR,Челябинск,2022-12-26T12:07:22+0300
4705,Ведущий специалист претензионной группы,60000.0,,RUR,Москва,2022-12-26T12:38:15+0300
4706,"Системный интегратор сектора бизнес-моделирования, интеграции и автоматизации",38000.0,40000.0,RUR,Омск,2022-12-26T12:15:11+0300
4707,Системный аналитик (Отдел технологий клиентской системы),,,,Москва,2022-12-26T12:32:02+0300
4708,Инженер отдела технической поддержки,70000.0,80000.0,RUR,Москва,2022-12-26T12:25:18+0300
4709,Системный аналитик,,,,Москва,2022-12-26T12:07:46+0300
4710,Системный аналитик,,220000.0,RUR,Москва,2022-12-26T12:35:19+0300
4711,Категорийный менеджер/руководитель товарного направления/бренд-менеджер,,180000.0,RUR,Санкт-Петербург,2022-12-26T12:04:02+0300
4712,Аналитик/методист,18000.0,,RUR,Омск,2022-12-26T12:40:13+0300
4713,Golang Developer,,,,Москва,2022-12-26T12:09:40+0300
4714,Инженер по подключениям,50000.0,80000.0,RUR,Йошкар-Ола,2022-12-26T12:48:54+0300
4715,Специалист технической поддержки ЦОД,,,,Москва,2022-12-26T12:23:37+0300
4716,Мастер по обслуживанию спортивного инвентаря (ТЦ МПлаза),46600.0,,RUR,Одинцово,2022-12-26T12:29:31+0300
4717,Младший специалист в SOC,,,,Якутск,2022-12-26T12:45:32+0300
4718,Ночной помощник системного администратора в Yandex Cloud,32400.0,81000.0,RUR,Воронеж,2022-12-26T12:42:20+0300
4719,Младший аналитик 1С (ЗУП),,160920.0,RUR,Краснодар,2022-12-26T12:03:21+0300
4720,Системный администратор,,,,Москва,2022-12-26T12:57:05+0300
4721,Content Motion Designer,,,,Черногория,2022-12-26T12:42:48+0300
4722,Системный администратор,50000.0,,RUR,Мурманск,2022-12-26T12:46:36+0300
4723,UX / UI Artist,,,,Москва,2022-12-26T12:53:10+0300
4724,Механик,,70000.0,RUR,Набережные Челны,2022-12-26T12:42:13+0300
4725,Системный администратор Linux,180000.0,,RUR,Москва,2022-12-26T12:34:30+0300
4726,Старший инженер-программист 1С,200000.0,,RUR,Москва,2022-12-26T12:53:40+0300
4727,Токарь,110000.0,130000.0,RUR,Чебоксары,2022-12-26T12:52:49+0300
4728,Механик-сервисного центра,50000.0,55000.0,RUR,Уфа,2022-12-26T12:23:25+0300
4729,Фрезеровщик,100000.0,,RUR,Можайск,2022-12-26T12:03:53+0300
